trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
734,False,"{'a': 0.01, 'e': 0.26600734000002324}",20,4,-54.770274188367885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
735,False,"{'a': 0.01, 'e': 0.26500735000002323}",20,9,-34.93811289841643,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
736,False,"{'a': 0.01, 'e': 0.26400736000002323}",20,0,17.7900841738235,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
737,False,"{'a': 0.01, 'e': 0.2630073700000232}",25,13,21.421178856026753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.01, 'e': 0.2620073800000232}",25,4,29.73505510322819,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.01, 'e': 0.2610073900000232}",25,7,22.97038466417588,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.01, 'e': 0.2600074000000232}",20,3,-36.23751689328946,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
741,False,"{'a': 0.01, 'e': 0.2590074100000232}",20,10,15.026686652944957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.01, 'e': 0.2580074200000232}",25,15,-2.572183312274433,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
743,False,"{'a': 0.01, 'e': 0.2570074300000232}",25,11,24.111057423496575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.01, 'e': 0.2560074400000232}",20,5,-2.4581845053103564,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
745,False,"{'a': 0.01, 'e': 0.2550074500000232}",35,20,0.13662508767069137,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.01, 'e': 0.25400746000002317}",30,12,17.5870808220813,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.01, 'e': 0.25300747000002316}",30,21,9.283369998962073,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.01, 'e': 0.25200748000002315}",25,13,21.53075093185146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.01, 'e': 0.25100749000002315}",20,10,9.057219603245521,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.01, 'e': 0.25000750000002314}",30,8,20.505678268827985,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.01, 'e': 0.24900751000002314}",20,6,7.510374919759794,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.01, 'e': 0.24800752000002313}",30,10,-8.813032517339266,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
753,False,"{'a': 0.01, 'e': 0.24700753000002312}",30,12,25.0607601981497,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.01, 'e': 0.24600754000002312}",20,10,-6.453156772809687,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
755,False,"{'a': 0.01, 'e': 0.2450075500000231}",25,15,16.79530004964798,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.01, 'e': 0.2440075600000231}",20,13,11.69617196204348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.01, 'e': 0.2430075700000231}",25,11,21.62458089249689,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.01, 'e': 0.2420075800000231}",20,0,11.3799017929525,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
759,False,"{'a': 0.01, 'e': 0.2410075900000231}",25,10,26.728215227959595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.01, 'e': 0.24000760000002308}",20,5,-33.3401366863815,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
761,False,"{'a': 0.01, 'e': 0.23900761000002307}",20,10,16.847093165815252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.01, 'e': 0.23800762000002307}",20,8,7.202525153249914,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
763,False,"{'a': 0.01, 'e': 0.23700763000002306}",20,13,2.198948994155474,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.01, 'e': 0.23600764000002306}",30,0,-57.17035195356037,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
765,False,"{'a': 0.01, 'e': 0.23500765000002305}",25,13,2.834627866924433,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.01, 'e': 0.23400766000002304}",25,6,24.243065284676064,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.01, 'e': 0.23300767000002304}",30,19,-32.143026834962114,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
768,False,"{'a': 0.01, 'e': 0.23200768000002303}",20,0,-48.642996391285614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
769,False,"{'a': 0.01, 'e': 0.23100769000002302}",25,19,2.265198414104497,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.01, 'e': 0.23000770000002302}",20,0,3.909179523623269,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
771,False,"{'a': 0.01, 'e': 0.229007710000023}",30,16,17.93376236936857,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.01, 'e': 0.228007720000023}",20,10,19.272476181873245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.01, 'e': 0.227007730000023}",20,11,-10.28837589406487,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
774,False,"{'a': 0.01, 'e': 0.226007740000023}",20,3,-91.91131114639191,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
775,False,"{'a': 0.01, 'e': 0.225007750000023}",30,9,-32.371012880763416,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 1}",1
776,False,"{'a': 0.01, 'e': 0.22400776000002298}",25,12,17.838790813104556,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.01, 'e': 0.22300777000002298}",20,6,-59.47473017455764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
778,False,"{'a': 0.01, 'e': 0.22200778000002297}",30,13,24.12214136735012,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.01, 'e': 0.22100779000002296}",20,8,-0.14620309211696592,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
780,False,"{'a': 0.01, 'e': 0.22000780000002296}",20,13,11.820812635279069,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.01, 'e': 0.21900781000002295}",30,0,-22.566690585523126,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
782,False,"{'a': 0.01, 'e': 0.21800782000002294}",20,13,6.091882385138925,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.01, 'e': 0.21700783000002294}",20,0,8.510085346484846,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
784,False,"{'a': 0.01, 'e': 0.21600784000002293}",20,16,9.148809201201988,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.01, 'e': 0.21500785000002293}",20,9,16.744551307297847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.01, 'e': 0.21400786000002292}",20,2,16.265199512026008,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
787,False,"{'a': 0.01, 'e': 0.21300787000002291}",20,0,31.552882952332315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
788,False,"{'a': 0.01, 'e': 0.2120078800000229}",20,14,10.065813381090656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.01, 'e': 0.2110078900000229}",30,19,19.581252976197774,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.01, 'e': 0.2100079000000229}",20,6,22.54519145629995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.01, 'e': 0.2090079100000229}",20,3,15.439992963697293,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.01, 'e': 0.20800792000002288}",25,13,13.766660163551148,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.01, 'e': 0.20700793000002288}",20,6,-12.481556114794703,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
794,False,"{'a': 0.01, 'e': 0.20600794000002287}",20,6,-39.3280302988795,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
795,False,"{'a': 0.01, 'e': 0.20500795000002286}",20,6,15.716910854098899,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.01, 'e': 0.20400796000002286}",20,4,27.251518622626172,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.01, 'e': 0.20300797000002285}",30,4,33.355823751281555,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
798,False,"{'a': 0.01, 'e': 0.20200798000002285}",20,6,22.253800082477664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.01, 'e': 0.20100799000002284}",25,20,9.40890610453957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.01, 'e': 0.20000800000002283}",20,14,13.526101122882963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.01, 'e': 0.19900801000002283}",25,0,36.21880906666318,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
802,False,"{'a': 0.01, 'e': 0.19800802000002282}",30,21,-4.6020723152561605,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
803,False,"{'a': 0.01, 'e': 0.19700803000002282}",20,9,21.473940117840023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.01, 'e': 0.1960080400000228}",30,12,-25.803490561757776,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
805,False,"{'a': 0.01, 'e': 0.1950080500000228}",20,0,15.119855976654224,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
806,False,"{'a': 0.01, 'e': 0.1940080600000228}",20,0,5.062224332641485,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
807,False,"{'a': 0.01, 'e': 0.1930080700000228}",25,11,21.968795997820855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.01, 'e': 0.19200808000002278}",20,1,31.232922192195844,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.01, 'e': 0.19100809000002278}",25,9,-15.539186770706234,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
810,False,"{'a': 0.01, 'e': 0.19000810000002277}",20,10,-25.864728172516987,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
811,False,"{'a': 0.01, 'e': 0.18900811000002277}",25,12,-4.186153296841654,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
812,False,"{'a': 0.01, 'e': 0.18800812000002276}",25,13,-18.199380421642136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
813,False,"{'a': 0.01, 'e': 0.18700813000002275}",20,10,5.7697508821047885,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.01, 'e': 0.18600814000002275}",25,3,30.681825852925893,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.01, 'e': 0.18500815000002274}",20,16,7.068088317389988,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.01, 'e': 0.18400816000002274}",20,8,21.4796909875118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.01, 'e': 0.18300817000002273}",25,8,8.534575815758775,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
818,False,"{'a': 0.01, 'e': 0.18200818000002272}",30,13,20.896156041750178,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
819,False,"{'a': 0.01, 'e': 0.18100819000002272}",20,0,-33.00786841323612,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
820,False,"{'a': 0.01, 'e': 0.1800082000000227}",30,4,20.34672354449713,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
821,False,"{'a': 0.01, 'e': 0.1790082100000227}",20,15,0.9990446242146127,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.01, 'e': 0.1780082200000227}",30,11,23.069532430212135,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.01, 'e': 0.1770082300000227}",20,16,7.717493847809542,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.01, 'e': 0.1760082400000227}",20,10,19.067570010553887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.01, 'e': 0.17500825000002268}",20,8,9.880082094995808,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.01, 'e': 0.17400826000002267}",20,6,13.96030698393036,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'a': 0.01, 'e': 0.17300827000002267}",25,0,-5.736313810217177,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
828,False,"{'a': 0.01, 'e': 0.17200828000002266}",25,20,9.906702326329308,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.01, 'e': 0.17100829000002266}",30,16,-38.915591915701555,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
830,False,"{'a': 0.01, 'e': 0.17000830000002265}",25,4,19.69229769498502,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.01, 'e': 0.16900831000002264}",25,13,18.567325234857222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.01, 'e': 0.16800832000002264}",20,8,8.251481824539432,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.01, 'e': 0.16700833000002263}",25,11,-49.983606906960766,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
834,False,"{'a': 0.01, 'e': 0.16600834000002263}",20,3,-22.506929026749603,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
835,False,"{'a': 0.01, 'e': 0.16500835000002262}",25,8,11.225036323817756,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.01, 'e': 0.1640083600000226}",25,16,5.477554221598963,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.01, 'e': 0.1630083700000226}",25,17,14.875226353919778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.01, 'e': 0.1620083800000226}",25,15,18.48008346460156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.01, 'e': 0.1610083900000226}",30,0,44.49824789526275,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
840,False,"{'a': 0.01, 'e': 0.1600084000000226}",20,2,27.226954054627665,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.01, 'e': 0.15900841000002258}",30,15,15.698305873754977,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.01, 'e': 0.15800842000002258}",35,9,-5.528441710816322,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
843,False,"{'a': 0.01, 'e': 0.15700843000002257}",30,19,23.174545097205442,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.01, 'e': 0.15600844000002256}",20,8,7.143055565737827,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.01, 'e': 0.15500845000002256}",30,18,22.45542865280765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.01, 'e': 0.15400846000002255}",20,11,10.50660775797796,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.01, 'e': 0.15300847000002255}",20,9,19.83975567090179,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.01, 'e': 0.15200848000002254}",20,1,-20.25871996652039,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
849,False,"{'a': 0.01, 'e': 0.15100849000002253}",20,14,-41.10191542921971,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
850,False,"{'a': 0.01, 'e': 0.15000850000002253}",20,0,28.662871395780716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.01, 'e': 0.14900851000002252}",25,17,-9.392833661407956,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
852,False,"{'a': 0.01, 'e': 0.14800852000002251}",30,8,38.976745035327546,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.01, 'e': 0.1470085300000225}",30,16,21.566531912705912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.01, 'e': 0.1460085400000225}",20,9,17.197766398901095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.01, 'e': 0.1450085500000225}",30,22,13.089463622952637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.01, 'e': 0.1440085600000225}",30,23,13.15859896585912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.01, 'e': 0.14300857000002248}",30,23,13.093036063064122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.01, 'e': 0.14200858000002248}",20,3,36.3775926591735,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.01, 'e': 0.14100859000002247}",25,10,-1.4604953322491934,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
860,False,"{'a': 0.01, 'e': 0.14000860000002247}",20,14,13.342465662180647,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.01, 'e': 0.13900861000002246}",25,19,11.096229136178758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.01, 'e': 0.13800862000002245}",20,3,7.9874778854273885,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
863,False,"{'a': 0.01, 'e': 0.13700863000002245}",20,3,25.941928494066396,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.01, 'e': 0.13600864000002244}",25,9,14.155523806779968,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.01, 'e': 0.13500865000002243}",20,0,17.89688699369981,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
866,False,"{'a': 0.01, 'e': 0.13400866000002243}",20,16,9.028988451377074,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.01, 'e': 0.13300867000002242}",20,12,9.811330877766276,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.01, 'e': 0.13200868000002242}",25,10,28.695302564992293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.01, 'e': 0.1310086900000224}",30,2,42.157788599634415,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.01, 'e': 0.1300087000000224}",25,6,3.9419074204238176,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
871,False,"{'a': 0.01, 'e': 0.1290087100000224}",25,15,6.781218422145583,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.01, 'e': 0.1280087200000224}",25,13,9.710686330070734,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.01, 'e': 0.12700873000002239}",35,18,20.805396218853776,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.01, 'e': 0.12600874000002238}",25,15,-25.342870459142915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
875,False,"{'a': 0.01, 'e': 0.12500875000002237}",20,3,-13.978248628118989,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
876,False,"{'a': 0.01, 'e': 0.12400876000002237}",20,6,9.384693925531865,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
877,False,"{'a': 0.01, 'e': 0.12300877000002236}",25,10,11.110266332631156,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.01, 'e': 0.12200878000002235}",20,12,14.079822400131665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.01, 'e': 0.12100879000002235}",20,10,22.50404837137393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.01, 'e': 0.12000880000002234}",20,6,21.50417176883446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.01, 'e': 0.11900881000002234}",20,16,8.074072785834668,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.01, 'e': 0.11800882000002233}",20,8,16.070813211217107,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.01, 'e': 0.11700883000002232}",20,13,17.134883521895613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.01, 'e': 0.11600884000002232}",20,11,17.046364541462086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.01, 'e': 0.11500885000002231}",25,14,20.472669332295855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.01, 'e': 0.1140088600000223}",25,11,27.712885157146264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.01, 'e': 0.1130088700000223}",20,8,10.914060854765363,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.01, 'e': 0.11200888000002229}",20,13,-8.86520692826658,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
889,False,"{'a': 0.01, 'e': 0.11100889000002229}",25,19,13.28335092239767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.01, 'e': 0.11000890000002228}",20,2,30.04035295585644,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.01, 'e': 0.10900891000002227}",20,8,21.529712273861495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.01, 'e': 0.10800892000002227}",20,0,31.052021752191234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
893,False,"{'a': 0.01, 'e': 0.10700893000002226}",20,0,31.87490544696368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
894,False,"{'a': 0.01, 'e': 0.10600894000002226}",25,17,18.15682230061016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.01, 'e': 0.10500895000002225}",30,15,29.17817644299252,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.01, 'e': 0.10400896000002224}",20,0,32.84180431737375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
897,False,"{'a': 0.01, 'e': 0.10300897000002224}",20,6,19.503630277282653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.01, 'e': 0.10200898000002223}",25,20,8.731675462306947,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.01, 'e': 0.10100899000002223}",20,7,11.915187214438122,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
900,False,"{'a': 0.01, 'e': 0.10000900000002222}",25,4,15.79266480215111,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
901,False,"{'a': 0.01, 'e': 0.09900901000002221}",25,16,18.5232182015404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.01, 'e': 0.0980090200000222}",30,18,12.824612033170064,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.01, 'e': 0.0970090300000222}",20,10,16.637416665305608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.01, 'e': 0.0960090400000222}",25,13,24.22543716895614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.01, 'e': 0.09500905000002219}",30,11,9.108194565444673,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
906,False,"{'a': 0.01, 'e': 0.09400906000002218}",20,3,-21.539101665176936,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
907,False,"{'a': 0.01, 'e': 0.09300907000002218}",30,0,52.61810681134787,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.01, 'e': 0.09200908000002217}",20,13,14.674837199518478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.01, 'e': 0.09100909000002216}",25,14,22.034610459546574,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.01, 'e': 0.09000910000002216}",20,16,7.24746280178484,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.01, 'e': 0.08900911000002215}",20,5,25.25050252914855,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.01, 'e': 0.08800912000002215}",30,23,11.462141178299648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.01, 'e': 0.08700913000002214}",25,18,13.676554728935134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.01, 'e': 0.08600914000002213}",25,18,13.668598024949326,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.01, 'e': 0.08500915000002213}",25,6,-1.2022096353293348,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
916,False,"{'a': 0.01, 'e': 0.08400916000002212}",25,11,21.94693485863599,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.01, 'e': 0.08300917000002211}",25,16,6.9372386685760095,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.01, 'e': 0.08200918000002211}",20,8,19.758740838980653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
