trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.01, 'e': 0.6340036600000181}",35,9,-72.48085392155912,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 1}",1
367,False,"{'a': 0.01, 'e': 0.6330036700000181}",20,15,8.870810943451973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.6320036800000182}",20,0,-85.39364087876172,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
369,False,"{'a': 0.01, 'e': 0.6310036900000182}",20,0,-148.3048631789306,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
370,False,"{'a': 0.01, 'e': 0.6300037000000183}",20,14,9.384136321460693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.6290037100000183}",25,2,-85.68643445964233,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 2}",1
372,False,"{'a': 0.01, 'e': 0.6280037200000184}",25,9,-40.37638791597271,"{0: 8, 1: 6, 2: 2, 3: 0, 4: 0}",1
373,False,"{'a': 0.01, 'e': 0.6270037300000184}",25,13,-14.753138568879752,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
374,False,"{'a': 0.01, 'e': 0.6260037400000185}",20,12,17.0065510647172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.01, 'e': 0.6250037500000185}",25,5,-95.68009314174019,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",1
376,False,"{'a': 0.01, 'e': 0.6240037600000186}",20,1,-41.77804027885046,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.6230037700000186}",30,9,-51.443166480559896,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 1}",1
378,False,"{'a': 0.01, 'e': 0.6220037800000187}",20,2,-1.7415960215553208,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.6210037900000187}",25,7,-94.2752350693582,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 1}",1
380,False,"{'a': 0.01, 'e': 0.6200038000000188}",30,11,-61.40914778518541,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
381,False,"{'a': 0.01, 'e': 0.6190038100000188}",20,2,-15.615485316743015,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.6180038200000189}",25,8,-48.78434053260774,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
383,False,"{'a': 0.01, 'e': 0.6170038300000189}",20,0,-43.91478703720529,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
384,False,"{'a': 0.01, 'e': 0.616003840000019}",25,11,-57.637790536523966,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
385,False,"{'a': 0.01, 'e': 0.615003850000019}",20,0,-22.783534984359836,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
386,False,"{'a': 0.01, 'e': 0.614003860000019}",25,0,-130.64757829261634,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
387,False,"{'a': 0.01, 'e': 0.6130038700000191}",25,0,-82.78213315687373,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",1
388,False,"{'a': 0.01, 'e': 0.6120038800000192}",20,0,-26.046442968687053,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
389,False,"{'a': 0.01, 'e': 0.6110038900000192}",20,0,-74.27260765166464,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
390,False,"{'a': 0.01, 'e': 0.6100039000000193}",25,0,-41.31540539162375,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
391,False,"{'a': 0.01, 'e': 0.6090039100000193}",25,0,-109.56321605161779,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
392,False,"{'a': 0.01, 'e': 0.6080039200000193}",30,0,-77.44589105006769,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
393,False,"{'a': 0.01, 'e': 0.6070039300000194}",25,0,-111.32615088435887,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 3}",0
394,False,"{'a': 0.01, 'e': 0.6060039400000194}",25,8,-17.38653060854655,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.6050039500000195}",30,14,-30.877553717586164,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
396,False,"{'a': 0.01, 'e': 0.6040039600000195}",25,13,-1.2511041424934488,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.6030039700000196}",25,0,6.300886666448326,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
398,False,"{'a': 0.01, 'e': 0.6020039800000196}",30,0,-167.49734780232893,"{0: 17, 1: 2, 2: 6, 3: 4, 4: 1}",0
399,False,"{'a': 0.01, 'e': 0.6010039900000197}",20,8,-51.735035548676514,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
400,False,"{'a': 0.01, 'e': 0.6000040000000197}",25,5,-45.973851167585124,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
401,False,"{'a': 0.01, 'e': 0.5990040100000198}",20,9,9.11002954111447,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.01, 'e': 0.5980040200000198}",20,13,7.4057419455947056,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.5970040300000199}",25,0,-43.7216204023881,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
404,False,"{'a': 0.01, 'e': 0.5960040400000199}",20,0,-135.74823711276264,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
405,False,"{'a': 0.01, 'e': 0.59500405000002}",25,5,-81.36240675950886,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",1
406,False,"{'a': 0.01, 'e': 0.59400406000002}",20,6,-26.1855526920118,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.5930040700000201}",25,3,-71.39960759836433,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 1}",1
408,False,"{'a': 0.01, 'e': 0.5920040800000201}",25,0,5.505966059689436,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
409,False,"{'a': 0.01, 'e': 0.5910040900000202}",20,0,-75.92690778254934,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
410,False,"{'a': 0.01, 'e': 0.5900041000000202}",25,0,-35.84974887000157,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
411,False,"{'a': 0.01, 'e': 0.5890041100000203}",20,0,-57.63927644534982,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
412,False,"{'a': 0.01, 'e': 0.5880041200000203}",20,0,-56.20789075811164,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
413,False,"{'a': 0.01, 'e': 0.5870041300000204}",25,9,-21.270612579478737,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.5860041400000204}",30,21,13.869960112552683,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.5850041500000205}",20,0,-36.04903509898077,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
416,False,"{'a': 0.01, 'e': 0.5840041600000205}",20,7,-86.32331189805889,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 1}",1
417,False,"{'a': 0.01, 'e': 0.5830041700000206}",25,0,-65.14548621498307,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
418,False,"{'a': 0.01, 'e': 0.5820041800000206}",20,0,-81.90467563769015,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
419,False,"{'a': 0.01, 'e': 0.5810041900000207}",25,14,-22.22984995594162,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
420,False,"{'a': 0.01, 'e': 0.5800042000000207}",20,2,-104.6081193035212,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
421,False,"{'a': 0.01, 'e': 0.5790042100000208}",20,0,-75.52356339670733,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
422,False,"{'a': 0.01, 'e': 0.5780042200000208}",20,0,-48.66692010087232,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
423,False,"{'a': 0.01, 'e': 0.5770042300000209}",20,0,-62.37036379394948,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
424,False,"{'a': 0.01, 'e': 0.5760042400000209}",25,5,-87.58535954156743,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",1
425,False,"{'a': 0.01, 'e': 0.575004250000021}",25,0,-41.70333935726506,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
426,False,"{'a': 0.01, 'e': 0.574004260000021}",35,21,-16.45800617456964,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.5730042700000211}",20,6,-86.10791113524539,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
428,False,"{'a': 0.01, 'e': 0.5720042800000211}",25,6,-22.726029268073606,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.5710042900000212}",25,1,-24.757420804056196,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.5700043000000212}",20,0,-96.61284262969241,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
431,False,"{'a': 0.01, 'e': 0.5690043100000213}",25,0,-89.97584844372624,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
432,False,"{'a': 0.01, 'e': 0.5680043200000213}",20,7,23.260129789839883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.01, 'e': 0.5670043300000214}",20,0,-55.0100954464318,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
434,False,"{'a': 0.01, 'e': 0.5660043400000214}",20,0,-55.56367123443983,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
435,False,"{'a': 0.01, 'e': 0.5650043500000215}",20,13,-24.634874822734222,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.5640043600000215}",20,9,-3.3473543076498475,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.5630043700000216}",20,0,-109.27027618980271,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
438,False,"{'a': 0.01, 'e': 0.5620043800000216}",20,0,-64.76742600295819,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
439,False,"{'a': 0.01, 'e': 0.5610043900000217}",35,23,-2.468436672615341,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.5600044000000217}",25,20,7.544672042434607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.5590044100000218}",25,11,19.00585089640674,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.5580044200000218}",20,14,0.20774731804103297,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.01, 'e': 0.5570044300000219}",20,5,-39.34797771127204,"{0: 8, 1: 6, 2: 0, 3: 1, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.5560044400000219}",20,3,-1.843086195937733,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.555004450000022}",30,0,-27.111223771234783,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
446,False,"{'a': 0.01, 'e': 0.554004460000022}",25,3,-19.20059976200266,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.5530044700000221}",30,8,-98.58330220966778,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 1}",1
448,False,"{'a': 0.01, 'e': 0.5520044800000221}",25,0,-55.34293142455511,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
449,False,"{'a': 0.01, 'e': 0.5510044900000222}",30,0,-56.22967810543052,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
450,False,"{'a': 0.01, 'e': 0.5500045000000222}",25,0,-15.896955949579834,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
451,False,"{'a': 0.01, 'e': 0.5490045100000223}",25,0,-43.29612017774321,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
452,False,"{'a': 0.01, 'e': 0.5480045200000223}",30,4,-97.69448335534534,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 2}",1
453,False,"{'a': 0.01, 'e': 0.5470045300000224}",25,0,-41.697283590205515,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
454,False,"{'a': 0.01, 'e': 0.5460045400000224}",20,0,11.074225225958074,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
455,False,"{'a': 0.01, 'e': 0.5450045500000225}",20,0,-0.5604257724868796,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.01, 'e': 0.5440045600000225}",20,0,-45.33985485735057,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
457,False,"{'a': 0.01, 'e': 0.5430045700000226}",20,12,9.806226967668763,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.5420045800000226}",20,0,-84.72182219406426,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
459,False,"{'a': 0.01, 'e': 0.5410045900000227}",25,2,-31.48807965199459,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
460,False,"{'a': 0.01, 'e': 0.5400046000000227}",30,8,-13.475808302632013,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.5390046100000228}",30,0,-84.18323782719985,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
462,False,"{'a': 0.01, 'e': 0.5380046200000228}",25,0,-30.11341677220996,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
463,False,"{'a': 0.01, 'e': 0.5370046300000229}",20,12,-27.341234753182313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
464,False,"{'a': 0.01, 'e': 0.5360046400000229}",30,15,12.197168712881432,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.01, 'e': 0.535004650000023}",20,10,-16.817608604597922,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.01, 'e': 0.534004660000023}",25,0,-20.160432260209884,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
467,False,"{'a': 0.01, 'e': 0.533004670000023}",30,0,-29.627459369546408,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
468,False,"{'a': 0.01, 'e': 0.5320046800000231}",20,0,-78.65377247763588,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
469,False,"{'a': 0.01, 'e': 0.5310046900000231}",20,8,-11.067087499483797,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
470,False,"{'a': 0.01, 'e': 0.5300047000000232}",30,19,-16.877863456350045,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.01, 'e': 0.5290047100000232}",30,16,-7.9595347325462225,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.5280047200000233}",20,0,-112.34852492643317,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
473,False,"{'a': 0.01, 'e': 0.5270047300000233}",20,2,-107.44345234864439,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
474,False,"{'a': 0.01, 'e': 0.5260047400000234}",20,6,-72.69974472445013,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
475,False,"{'a': 0.01, 'e': 0.5250047500000234}",25,15,2.3831673561268274,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.01, 'e': 0.5240047600000235}",20,0,-41.21313548406501,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
477,False,"{'a': 0.01, 'e': 0.5230047700000235}",20,9,-61.28073264814265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
478,False,"{'a': 0.01, 'e': 0.5220047800000236}",25,0,-75.18848923762071,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
479,False,"{'a': 0.01, 'e': 0.5210047900000236}",25,11,-75.62175919967142,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 2}",1
480,False,"{'a': 0.01, 'e': 0.5200048000000237}",20,6,-25.827498343411914,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
481,False,"{'a': 0.01, 'e': 0.5190048100000237}",20,12,-39.41048844534958,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
482,False,"{'a': 0.01, 'e': 0.5180048200000238}",20,0,-37.550923132620234,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
483,False,"{'a': 0.01, 'e': 0.5170048300000238}",20,6,-22.496847060425736,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
484,False,"{'a': 0.01, 'e': 0.5160048400000239}",25,0,-63.31920909139336,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
485,False,"{'a': 0.01, 'e': 0.5150048500000239}",20,0,-122.00912538636054,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
486,False,"{'a': 0.01, 'e': 0.514004860000024}",20,0,-51.70633770767539,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
487,False,"{'a': 0.01, 'e': 0.513004870000024}",25,1,-38.6801822965802,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.5120048800000241}",20,4,-21.83524802696784,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
489,False,"{'a': 0.01, 'e': 0.5110048900000241}",25,8,-43.75878106945007,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
490,False,"{'a': 0.01, 'e': 0.5100049000000242}",25,5,-150.68909890162328,"{0: 13, 1: 0, 2: 1, 3: 4, 4: 2}",1
491,False,"{'a': 0.01, 'e': 0.5090049100000242}",20,0,-34.931530798844555,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
492,False,"{'a': 0.01, 'e': 0.5080049200000243}",30,0,-60.27067569827365,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
493,False,"{'a': 0.01, 'e': 0.5070049300000243}",20,3,5.199742396647271,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.5060049400000244}",20,0,-13.229480682904262,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
495,False,"{'a': 0.01, 'e': 0.5050049500000244}",30,4,-35.41777823654484,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 1}",1
496,False,"{'a': 0.01, 'e': 0.5040049600000245}",25,0,15.009951970270876,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
497,False,"{'a': 0.01, 'e': 0.5030049700000245}",30,0,-28.815852814557925,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
498,False,"{'a': 0.01, 'e': 0.5020049800000246}",20,13,10.629239433027482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.01, 'e': 0.5010049900000246}",20,5,-34.70500820277316,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.5000050000000247}",30,0,-104.4977260495359,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",1
501,False,"{'a': 0.01, 'e': 0.4990050100000247}",30,8,-75.45947109651435,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
502,False,"{'a': 0.01, 'e': 0.49800502000002467}",25,4,-54.97803180140428,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
503,False,"{'a': 0.01, 'e': 0.49700503000002466}",30,23,5.108328777271591,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.01, 'e': 0.49600504000002466}",25,15,-40.793669150039065,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 0}",1
505,False,"{'a': 0.01, 'e': 0.49500505000002465}",25,8,-32.94229119601224,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
506,False,"{'a': 0.01, 'e': 0.49400506000002464}",25,0,-123.34822578060599,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
507,False,"{'a': 0.01, 'e': 0.49300507000002464}",25,0,-33.58920897317034,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
508,False,"{'a': 0.01, 'e': 0.49200508000002463}",35,11,-32.37100863069525,"{0: 19, 1: 4, 2: 0, 3: 0, 4: 1}",1
509,False,"{'a': 0.01, 'e': 0.4910050900000246}",20,0,-22.50814498340453,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
510,False,"{'a': 0.01, 'e': 0.4900051000000246}",25,11,0.8152009266720439,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
511,False,"{'a': 0.01, 'e': 0.4890051100000246}",20,0,8.424877241954345,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
512,False,"{'a': 0.01, 'e': 0.4880051200000246}",20,7,-21.14972191235972,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
513,False,"{'a': 0.01, 'e': 0.4870051300000246}",20,0,15.646901189994667,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
514,False,"{'a': 0.01, 'e': 0.4860051400000246}",20,0,-42.29471059387129,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
515,False,"{'a': 0.01, 'e': 0.4850051500000246}",20,0,-8.981581913628784,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
516,False,"{'a': 0.01, 'e': 0.4840051600000246}",20,0,-34.662562072248896,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
517,False,"{'a': 0.01, 'e': 0.4830051700000246}",20,3,-32.136720275180345,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
518,False,"{'a': 0.01, 'e': 0.48200518000002457}",20,0,-30.50573514784052,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
519,False,"{'a': 0.01, 'e': 0.48100519000002456}",20,0,-126.61910385574792,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
520,False,"{'a': 0.01, 'e': 0.48000520000002456}",25,12,21.586709068741097,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.01, 'e': 0.47900521000002455}",30,16,-28.79087987709937,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
522,False,"{'a': 0.01, 'e': 0.47800522000002454}",25,12,-24.32061027772402,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
523,False,"{'a': 0.01, 'e': 0.47700523000002454}",20,9,0.127710004506272,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.01, 'e': 0.47600524000002453}",25,10,11.06438653273848,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.01, 'e': 0.4750052500000245}",20,14,8.50969036396554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.01, 'e': 0.4740052600000245}",25,0,-123.42047732726522,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
527,False,"{'a': 0.01, 'e': 0.4730052700000245}",25,0,-12.51861173692355,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
528,False,"{'a': 0.01, 'e': 0.4720052800000245}",20,8,11.855304319428308,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.01, 'e': 0.4710052900000245}",20,6,-25.12540032360647,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
530,False,"{'a': 0.01, 'e': 0.4700053000000245}",20,16,8.735111993602452,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.01, 'e': 0.4690053100000245}",20,11,-41.21344870244267,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
532,False,"{'a': 0.01, 'e': 0.4680053200000245}",30,6,3.5881252526814382,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
533,False,"{'a': 0.01, 'e': 0.4670053300000245}",20,2,2.9945978894305805,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
534,False,"{'a': 0.01, 'e': 0.46600534000002447}",25,16,-38.16068685389778,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
535,False,"{'a': 0.01, 'e': 0.46500535000002446}",25,15,19.623439881332164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.01, 'e': 0.46400536000002446}",30,24,9.778314058839166,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.01, 'e': 0.46300537000002445}",25,0,-101.29718541068306,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
538,False,"{'a': 0.01, 'e': 0.46200538000002445}",20,14,-11.829134954524104,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
539,False,"{'a': 0.01, 'e': 0.46100539000002444}",25,6,-6.234120235765575,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
540,False,"{'a': 0.01, 'e': 0.46000540000002443}",35,18,-33.33931593638346,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
541,False,"{'a': 0.01, 'e': 0.4590054100000244}",20,14,11.546311960052252,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.01, 'e': 0.4580054200000244}",25,17,8.794325861200779,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.01, 'e': 0.4570054300000244}",20,0,-34.446007037825154,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
544,False,"{'a': 0.01, 'e': 0.4560054400000244}",25,0,-86.36003184491574,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
545,False,"{'a': 0.01, 'e': 0.4550054500000244}",25,0,-29.26376804890589,"{0: 21, 1: 1, 2: 0, 3: 3, 4: 0}",0
546,False,"{'a': 0.01, 'e': 0.4540054600000244}",20,9,7.105430087893823,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.01, 'e': 0.4530054700000244}",35,18,-4.866866944861468,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
548,False,"{'a': 0.01, 'e': 0.4520054800000244}",20,7,0.5191394181807816,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.4510054900000244}",25,13,-19.236968964142214,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
